timestamp,value,prediction_training,prediction,label,warp_distance,threshold_training,distance_threshold,positive_detection
2010-05-21,821.6,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-05-24,819.9,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-05-25,821.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-05-26,800.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-05-27,815.9,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-05-28,841.4,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-01,840.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-02,836.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-03,834.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-04,844.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-07,830.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-08,820.9,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-09,814.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-10,823.7,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-11,831.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-14,836.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-15,842.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-16,845.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-17,848.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-18,850.9,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-21,850.4,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-22,858.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-23,849.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-24,838.7,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-25,826.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-28,817.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-29,821.4,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-06-30,795.9,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-01,796.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-02,778.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-05,783.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-06,781.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-07,804.1,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-08,812.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-09,826.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-12,831.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-13,836.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-14,853.6,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-15,850.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-16,844.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-19,830.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-20,837.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-21,840.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-22,839.7,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-23,861.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-26,866.9,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-27,868.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-29,862.9,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-07-30,857.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-02,859.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-03,872.9,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-04,871.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-05,873.4,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-06,873.1,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-09,873.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-10,873.7,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-11,864.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-12,845.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-13,858.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-16,854.7,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-17,856.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-18,862.6,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-19,861.9,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-20,843.6,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-23,844.4,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-24,842.6,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-25,833.9,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-26,833.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-27,832.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-08-31,833.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-01,850.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-02,866.1,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-03,871.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-06,884.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-07,879.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-08,871.6,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-09,877.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-10,886.3,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-13,899.6,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-14,901.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-15,902.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-16,899.2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-17,905.1,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-20,897.1,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-21,905.8,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-22,906.4,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-23,904.4,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-24,895.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-27,907.5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-28,901.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-29,907.9,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2010-09-30,899.1,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
